bin,range_profile_i,range_profile_q
462,11,11
463,10,11
464,10,11
465,10,12
466,10,12
467,10,12
468,10,12
469,9,12
470,9,12
471,9,12
472,9,13
473,9,13
474,8,13
475,8,13
476,8,13
477,8,13
478,7,13
479,7,13
480,7,14
481,7,14
482,7,14
483,6,14
484,6,14
485,6,14
486,6,14
487,5,14
488,5,14
489,5,15
490,5,15
491,5,15
492,4,15
493,4,15
494,4,15
495,4,15
496,3,15
497,3,15
498,3,15
499,3,15
500,2,15
501,2,15
502,2,15
503,2,15
504,1,15
505,1,15
506,1,15
507,1,15
508,0,15
509,0,15
510,0,15
511,0,15
512,0,15
513,-1,15
514,-1,15
515,-1,15
516,-1,15
517,-2,15
518,-2,15
519,-2,15
520,-2,15
521,-3,15
522,-3,15
523,-3,15
524,-3,15
525,-4,15
526,-4,15
527,-4,15
528,-4,15
529,-5,15
530,-5,15
531,-5,15
532,-5,15
533,-6,15
534,-6,15
535,-6,15
536,-6,14
537,-6,14
538,-7,14
539,-7,14
540,-7,14
541,-7,14
542,-8,14
543,-8,14
544,-8,14
545,-8,13
546,-8,13
547,-9,13
548,-9,13
549,-9,13
550,-9,13
551,-10,13
552,-10,13
553,-10,12
554,-10,12
555,-10,12
556,-10,12
557,-11,12
558,-11,12
559,-11,12
560,-11,11
561,-11,11
562,-12,11
563,-12,11
564,-12,11
565,-12,10
566,-12,10
567,-12,10
568,-13,10
569,-13,10
570,-13,10
571,-13,9
572,-13,9
573,-13,9
574,-14,9
575,-14,9
576,-14,8
577,-14,8
578,-14,8
579,-14,8
580,-14,8
581,-14,7
582,-15,7
583,-15,7
584,-15,7
585,-15,6
586,-15,6
587,-15,6
588,-15,6
589,-15,6
590,-15,5
591,-15,5
592,-16,5
593,-16,5
594,-16,4
595,-16,4
596,-16,4
597,-16,4
598,-16,3
599,-16,3
600,-16,3
601,-16,3
602,-16,3
603,-16,2
604,-16,2
605,-16,2
606,-16,2
607,-16,1
608,-16,1
609,-16,1
610,-16,1
611,-16,0
612,-16,0
613,-16,0
614,-16,0
615,-16,-1
616,-16,-1
617,-16,-1
618,-16,-1
619,-16,-2
620,-16,-2
621,-16,-2
622,-16,-2
623,-16,-3
624,-16,-3
625,-16,-3
626,-16,-3
627,-16,-4
628,-16,-4
629,-16,-4
630,-16,-4
631,-16,-5
632,-16,-5
633,-16,-5
634,-16,-5
635,-16,-5
636,-16,-6
637,-16,-6
638,-15,-6
639,-15,-6
640,-15,-7
641,-15,-7
642,-15,-7
643,-15,-7
644,-15,-8
645,-15,-8
646,-15,-8
647,-15,-8
648,-14,-8
649,-14,-9
650,-14,-9
651,-14,-9
652,-14,-9
653,-14,-9
654,-14,-10
655,-13,-10
656,-13,-10
657,-13,-10
658,-13,-10
659,-13,-11
660,-13,-11
661,-13,-11
662,-12,-11
663,-12,-11
664,-12,-12
665,-12,-12
666,-12,-12
667,-12,-12
668,-11,-12
669,-11,-12
670,-11,-13
671,-11,-13
672,-11,-13
673,-10,-13
674,-10,-13
675,-10,-13
676,-10,-13
677,-10,-14
678,-9,-14
679,-9,-14
680,-9,-14
681,-9,-14
682,-9,-14
683,-8,-14
684,-8,-15
685,-8,-15
686,-8,-15
687,-8,-15
688,-7,-15
689,-7,-15
690,-7,-15
691,-7,-15
692,-6,-15
693,-6,-15
694,-6,-16
695,-6,-16
696,-6,-16
697,-5,-16
698,-5,-16
699,-5,-16
700,-5,-16
701,-4,-16
702,-4,-16
703,-4,-16
704,-4,-16
705,-3,-16
706,-3,-16
707,-3,-16
708,-3,-16
709,-2,-16
710,-2,-16
711,-2,-16
712,-2,-16
713,-1,-16
714,-1,-16
715,-1,-16
716,-1,-17
717,0,-17
718,0,-17
719,0,-16
720,0,-16
721,1,-16
722,1,-16
723,1,-16
724,1,-16
725,2,-16
726,2,-16
727,2,-16
728,2,-16
729,2,-16
730,3,-16
731,3,-16
732,3,-16
733,3,-16
734,4,-16
735,4,-16
736,4,-16
737,4,-16
738,5,-16
739,5,-16
740,5,-16
741,5,-15
742,6,-15
743,6,-15
744,6,-15
745,6,-15
746,6,-15
747,7,-15
748,7,-15
749,7,-15
750,7,-14
751,8,-14
752,8,-14
753,8,-14
754,8,-14
755,8,-14
756,9,-14
757,9,-14
758,9,-13
759,9,-13
760,9,-13
761,10,-13
762,10,-13
763,10,-13
764,10,-12
765,10,-12
766,10,-12
767,11,-12
768,11,-12
769,11,-12
770,11,-11
771,11,-11
772,11,-11
773,12,-11
774,12,-11
775,12,-11
776,12,-10
777,12,-10
778,12,-10
779,13,-10
780,13,-10
781,13,-9
782,13,-9
783,13,-9
784,13,-9
785,13,-9
786,13,-8
787,14,-8
788,14,-8
789,14,-8
790,14,-7
791,14,-7
792,14,-7
793,14,-7
794,14,-7
795,14,-6
796,14,-6
797,15,-6
798,15,-6
799,15,-5
800,15,-5
801,15,-5
802,15,-5
803,15,-4
804,15,-4
805,15,-4
806,15,-4
807,15,-3
808,15,-3
809,15,-3
810,15,-3
811,15,-3
812,15,-2
813,15,-2
814,15,-2
815,15,-2
816,15,-1
817,15,-1
818,15,-1
819,15,-1
820,15,0
821,15,0
822,15,0
823,15,0
824,15,1
825,15,1
826,15,1
827,15,1
828,15,2
829,15,2
830,15,2
831,15,2
832,15,3
833,15,3
834,15,3
835,15,3
836,15,4
837,15,4
838,15,4
839,15,4
840,15,5
841,15,5
842,15,5
843,14,5
844,14,5
845,14,6
846,14,6
847,14,6
848,14,6
849,14,7
850,14,7
851,14,7
852,13,7
853,13,7
854,13,8
855,13,8
856,13,8
857,13,8
858,13,8
859,13,9
860,12,9
861,12,9
862,12,9
863,12,9
864,12,10
865,12,10
866,12,10
867,11,10
868,11,10
869,11,11
870,11,11
871,11,11
872,11,11
873,10,11
874,10,11
875,10,12
876,10,12
877,10,12
878,9,12
879,9,12
880,9,12
881,9,12
882,9,13
883,8,13
884,8,13
885,8,13
886,8,13
887,8,13
888,7,13
889,7,14
890,7,14
891,7,14
892,7,14
893,6,14
894,6,14
895,6,14
896,6,14
897,5,14
898,5,14
899,5,15
900,5,15
901,4,15
902,4,15
903,4,15
904,4,15
905,4,15
906,3,15
907,3,15
908,3,15
909,3,15
910,2,15
911,2,15
912,2,15
913,2,15
914,1,15
915,1,15
916,1,15
917,1,15
918,0,15
919,0,15
920,0,15
921,0,15
922,-1,15
923,-1,15
924,-1,15
925,-1,15
926,-2,15
927,-2,15
928,-2,15
929,-2,15
930,-3,15
931,-3,15
932,-3,15
933,-3,15
934,-4,15
935,-4,15
936,-4,15
937,-4,15
938,-4,15
939,-5,15
940,-5,15
941,-5,15
942,-5,15
943,-6,15
944,-6,15
945,-6,14
946,-6,14
947,-7,14
948,-7,14
949,-7,14
950,-7,14
951,-7,14
952,-8,14
953,-8,14
954,-8,14
955,-8,13
956,-9,13
957,-9,13
958,-9,13
959,-9,13
960,-9,13
961,-10,13
962,-10,13
963,-10,12
964,-10,12
965,-10,12
966,-11,12
967,-11,12
968,-11,12
969,-11,11
970,-11,11
971,-12,11
972,-12,11
973,-12,11
974,-12,11
975,-12,10
976,-12,10
977,-13,10
978,-13,10
979,-13,10
980,-13,9
981,-13,9
982,-13,9
983,-13,9
984,-14,9
985,-14,9
986,-14,8
987,-14,8
988,-14,8
989,-14,8
990,-14,7
991,-15,7
992,-15,7
993,-15,7
994,-15,7
995,-15,6
996,-15,6
997,-15,6
998,-15,6
999,-15,5
1000,-15,5
1001,-16,5
1002,-16,5
1003,-16,5
1004,-16,4
1005,-16,4
1006,-16,4
1007,-16,4
1008,-16,3
1009,-16,3
1010,-16,3
1011,-16,3
1012,-16,2
1013,-16,2
1014,-16,2
1015,-16,2
1016,-16,1
1017,-16,1
1018,-16,1
1019,-16,1
1020,-16,0
1021,-17,0
1022,-17,0
1023,-17,0
1024,-17,0
1025,-17,-1
1026,-17,-1
1027,-17,-1
1028,-16,-1
1029,-16,-2
1030,-16,-2
1031,-16,-2
1032,-16,-2
1033,-16,-3
1034,-16,-3
1035,-16,-3
1036,-16,-3
1037,-16,-4
1038,-16,-4
1039,-16,-4
1040,-16,-4
1041,-16,-5
1042,-16,-5
1043,-16,-5
1044,-16,-5
1045,-16,-6
1046,-16,-6
1047,-16,-6
1048,-15,-6
1049,-15,-6
1050,-15,-7
1051,-15,-7
1052,-15,-7
1053,-15,-7
1054,-15,-8
1055,-15,-8
1056,-15,-8
1057,-15,-8
1058,-14,-8
1059,-14,-9
1060,-14,-9
1061,-14,-9
1062,-14,-9
1063,-14,-10
1064,-14,-10
1065,-13,-10
1066,-13,-10
1067,-13,-10
1068,-13,-10
1069,-13,-11
1070,-13,-11
1071,-13,-11
1072,-12,-11
1073,-12,-11
1074,-12,-12
1075,-12,-12
1076,-12,-12
1077,-12,-12
1078,-11,-12
1079,-11,-12
1080,-11,-13
1081,-11,-13
1082,-11,-13
1083,-10,-13
1084,-10,-13
1085,-10,-13
1086,-10,-14
1087,-10,-14
1088,-9,-14
1089,-9,-14
1090,-9,-14
1091,-9,-14
1092,-9,-14
1093,-8,-14
1094,-8,-15
1095,-8,-15
1096,-8,-15
1097,-7,-15
1098,-7,-15
1099,-7,-15
1100,-7,-15
1101,-7,-15
1102,-6,-15
1103,-6,-15
1104,-6,-16
1105,-6,-16
1106,-5,-16
1107,-5,-16
1108,-5,-16
1109,-5,-16
1110,-4,-16
1111,-4,-16
1112,-4,-16
1113,-4,-16
1114,-4,-16
1115,-3,-16
1116,-3,-16
1117,-3,-16
1118,-3,-16
1119,-2,-16
1120,-2,-16
1121,-2,-16
1122,-2,-16
1123,-1,-16
1124,-1,-16
1125,-1,-16
1126,-1,-16
1127,0,-16
1128,0,-16
1129,0,-16
1130,0,-16
1131,1,-16
1132,1,-16
1133,1,-16
1134,1,-16
1135,2,-16
1136,2,-16
1137,2,-16
1138,2,-16
1139,3,-16
1140,3,-16
1141,3,-16
1142,3,-16
1143,4,-16
1144,4,-16
1145,4,-16
1146,4,-16
1147,4,-16
1148,5,-16
1149,5,-16
1150,5,-15
1151,5,-15
1152,6,-15
1153,6,-15
1154,6,-15
1155,6,-15
1156,7,-15
1157,7,-15
1158,7,-15
1159,7,-15
1160,7,-14
1161,8,-14
1162,8,-14
1163,8,-14
1164,8,-14
1165,8,-14
1166,9,-14
1167,9,-13
1168,9,-13
1169,9,-13
1170,9,-13
1171,10,-13
1172,10,-13
1173,10,-13
1174,10,-12
1175,10,-12
1176,11,-12
1177,11,-12
1178,11,-12
1179,11,-12
1180,11,-11
1181,11,-11
1182,12,-11
1183,12,-11
1184,12,-11
1185,12,-10
1186,12,-10
1187,12,-10
1188,12,-10
1189,13,-10
1190,13,-9
1191,13,-9
1192,13,-9
1193,13,-9
1194,13,-9
1195,13,-8
1196,14,-8
1197,14,-8
1198,14,-8
1199,14,-8
1200,14,-7
1201,14,-7
1202,14,-7
1203,14,-7
1204,14,-6
1205,14,-6
1206,15,-6
1207,15,-6
1208,15,-6
1209,15,-5
1210,15,-5
1211,15,-5
1212,15,-5
1213,15,-4
1214,15,-4
1215,15,-4
1216,15,-4
1217,15,-3
1218,15,-3
1219,15,-3
1220,15,-3
1221,15,-2
1222,15,-2
1223,15,-2
1224,15,-2
1225,15,-1
1226,15,-1
1227,15,-1
1228,15,-1
1229,15,0
1230,15,0
1231,15,0
1232,15,0
1233,15,1
1234,15,1
1235,15,1
1236,15,1
1237,15,2
1238,15,2
1239,15,2
1240,15,2
1241,15,2
1242,15,3
1243,15,3
1244,15,3
1245,15,3
1246,15,4
1247,15,4
1248,15,4
1249,15,4
1250,15,5
1251,15,5
1252,14,5
1253,14,5
1254,14,6
1255,14,6
1256,14,6
1257,14,6
1258,14,6
1259,14,7
1260,14,7
1261,14,7
1262,13,7
1263,13,8
1264,13,8
1265,13,8
1266,13,8
1267,13,8
1268,13,9
1269,13,9
1270,12,9
1271,12,9
1272,12,9
1273,12,10
1274,12,10
1275,12,10
1276,11,10
1277,11,10
1278,11,10
1279,11,11
1280,11,11
1281,11,11
1282,10,11
1283,10,11
1284,10,11
1285,10,12
1286,10,12
1287,10,12
1288,9,12
1289,9,12
1290,9,12
1291,9,13
1292,9,13
1293,8,13
1294,8,13
1295,8,13
1296,8,13
1297,8,13
1298,7,13
1299,7,14
1300,7,14
1301,7,14
1302,6,14
1303,6,14
1304,6,14
1305,6,14
1306,6,14
1307,5,14
1308,5,15
1309,5,15
1310,5,15
1311,4,15
1312,4,15
1313,4,15
1314,4,15
1315,3,15
1316,3,15
1317,3,15
1318,3,15
1319,2,15
1320,2,15
1321,2,15
1322,2,15
1323,2,15
1324,1,15
1325,1,15
1326,1,15
1327,1,15
1328,0,15
1329,0,15
1330,0,16
1331,0,16
1332,-1,16
1333,-1,15
1334,-1,15
1335,-1,15
1336,-2,15
1337,-2,15
1338,-2,15
1339,-2,15
1340,-3,15
1341,-3,15
1342,-3,15
1343,-3,15
1344,-4,15
1345,-4,15
1346,-4,15
1347,-4,15
1348,-5,15
1349,-5,15
1350,-5,15
1351,-5,15
1352,-6,15
1353,-6,15
1354,-6,15
1355,-6,14
1356,-6,14
1357,-7,14
1358,-7,14
1359,-7,14
1360,-7,14
1361,-8,14
1362,-8,14
1363,-8,14
1364,-8,14
1365,-8,13
1366,-9,13
1367,-9,13
1368,-9,13
1369,-9,13
1370,-9,13
1371,-10,13
1372,-10,12
1373,-10,12
1374,-10,12
1375,-10,12
1376,-11,12
1377,-11,12
1378,-11,12
1379,-11,11
1380,-11,11
1381,-12,11
1382,-12,11
1383,-12,11
1384,-12,11
1385,-12,10
1386,-12,10
1387,-13,10
1388,-13,10
1389,-13,10
1390,-13,9
1391,-13,9
1392,-13,9
1393,-13,9
1394,-14,9
1395,-14,8
1396,-14,8
1397,-14,8
1398,-14,8
1399,-14,8
1400,-14,7
1401,-15,7
1402,-15,7
1403,-15,7
1404,-15,7
1405,-15,6
1406,-15,6
1407,-15,6
1408,-15,6
1409,-15,5
1410,-15,5
1411,-16,5
1412,-16,5
1413,-16,4
1414,-16,4
1415,-16,4
1416,-16,4
1417,-16,4
1418,-16,3
1419,-16,3
1420,-16,3
1421,-16,3
1422,-16,2
1423,-16,2
1424,-16,2
1425,-16,2
1426,-16,1
1427,-16,1
1428,-16,1
1429,-16,1
1430,-16,0
1431,-16,0
1432,-16,0
1433,-16,0
1434,-16,-1
1435,-16,-1
1436,-16,-1
1437,-16,-1
1438,-16,-2
1439,-16,-2
1440,-16,-2
1441,-16,-2
1442,-16,-3
1443,-16,-3
1444,-16,-3
1445,-16,-3
1446,-16,-4
1447,-16,-4
1448,-16,-4
1449,-16,-4
1450,-16,-4
1451,-16,-5
1452,-16,-5
1453,-16,-5
1454,-16,-5
1455,-16,-6
1456,-16,-6
1457,-15,-6
1458,-15,-6
1459,-15,-7
1460,-15,-7
1461,-15,-7
1462,-15,-7
1463,-15,-7
1464,-15,-8
1465,-15,-8
1466,-15,-8
1467,-14,-8
1468,-14,-9
1469,-14,-9
1470,-14,-9
1471,-14,-9
1472,-14,-9
1473,-14,-10
1474,-14,-10
1475,-13,-10
1476,-13,-10
1477,-13,-10
1478,-13,-11
1479,-13,-11
1480,-13,-11
1481,-12,-11
1482,-12,-11
1483,-12,-11
1484,-12,-12
1485,-12,-12
1486,-12,-12
1487,-11,-12
1488,-11,-12
1489,-11,-13
1490,-11,-13
1491,-11,-13
1492,-10,-13
1493,-10,-13
1494,-10,-13
1495,-10,-13
1496,-10,-14
1497,-10,-14
1498,-9,-14
1499,-9,-14
1500,-9,-14
1501,-9,-14
1502,-8,-14
1503,-8,-14
1504,-8,-15
1505,-8,-15
1506,-8,-15
1507,-7,-15
1508,-7,-15
1509,-7,-15
1510,-7,-15
1511,-6,-15
1512,-6,-15
1513,-6,-16
1514,-6,-16
1515,-6,-16
1516,-5,-16
1517,-5,-16
1518,-5,-16
1519,-5,-16
1520,-4,-16
1521,-4,-16
1522,-4,-16
1523,-4,-16
1524,-3,-16
1525,-3,-16
1526,-3,-16
1527,-3,-16
1528,-2,-16
1529,-2,-16
1530,-2,-16
1531,-2,-16
1532,-1,-16
1533,-1,-16
1534,-1,-16
1535,-1,-16
1536,0,-16
1537,0,-16
1538,0,-16
1539,0,-16
1540,0,-16
1541,1,-16
1542,1,-16
1543,1,-16
1544,1,-16
1545,2,-16
1546,2,-16
1547,2,-16
1548,2,-16
1549,3,-16
1550,3,-16
1551,3,-16
1552,3,-16
1553,4,-16
1554,4,-16
1555,4,-16
1556,4,-16
1557,5,-16
1558,5,-16
1559,5,-16
1560,5,-15
1561,5,-15
1562,6,-15
1563,6,-15
1564,6,-15
1565,6,-15
1566,7,-15
1567,7,-15
1568,7,-15
1569,7,-14
1570,7,-14
1571,8,-14
1572,8,-14
1573,8,-14
1574,8,-14
1575,9,-14
1576,9,-14
1577,9,-13
1578,9,-13
1579,9,-13
1580,10,-13
1581,10,-13
1582,10,-13
1583,10,-13
1584,10,-12
1585,10,-12
1586,11,-12
1587,11,-12
1588,11,-12
1589,11,-11
1590,11,-11
1591,11,-11
1592,12,-11
1593,12,-11
1594,12,-11
1595,12,-10
1596,12,-10
1597,12,-10
1598,13,-10
1599,13,-10
1600,13,-9
1601,13,-9
1602,13,-9
1603,13,-9
1604,13,-9
1605,13,-8
1606,14,-8
1607,14,-8
1608,14,-8
1609,14,-7
1610,14,-7
1611,14,-7
1612,14,-7
1613,14,-7
1614,14,-6
1615,14,-6
1616,15,-6
1617,15,-6
1618,15,-5
1619,15,-5
1620,15,-5
1621,15,-5
1622,15,-4
1623,15,-4
1624,15,-4
1625,15,-4
1626,15,-4
1627,15,-3
1628,15,-3
1629,15,-3
1630,15,-3
1631,15,-2
1632,15,-2
1633,15,-2
1634,15,-2
1635,15,-1
1636,16,-1
1637,16,-1
1638,16,-1
1639,16,0
1640,16,0
1641,16,0
1642,15,0
1643,15,1
1644,15,1
1645,15,1
1646,15,1
1647,15,2
1648,15,2
1649,15,2
1650,15,2
1651,15,3
1652,15,3
1653,15,3
1654,15,3
1655,15,4
1656,15,4
1657,15,4
1658,15,4
1659,15,4
1660,15,5
1661,15,5
1662,14,5
1663,14,5
1664,14,6
1665,14,6
1666,14,6
1667,14,6
1668,14,7
1669,14,7
1670,14,7
1671,14,7
1672,13,7
1673,13,8
1674,13,8
1675,13,8
1676,13,8
1677,13,8
1678,13,9
1679,13,9
1680,12,9
1681,12,9
1682,12,9
1683,12,10
1684,12,10
1685,12,10
1686,11,10
1687,11,10
1688,11,11
1689,11,11
1690,11,11
1691,11,11
1692,10,11
1693,10,11
1694,10,12
1695,10,12
1696,10,12
1697,9,12
1698,9,12
1699,9,12
1700,9,12
1701,9,13
1702,8,13
1703,8,13
1704,8,13
1705,8,13
1706,8,13
1707,7,13
1708,7,14
1709,7,14
1710,7,14
1711,7,14
1712,6,14
1713,6,14
1714,6,14
1715,6,14
1716,5,14
1717,5,14
1718,5,15
1719,5,15
1720,5,15
1721,4,15
1722,4,15
1723,4,15
1724,4,15
1725,3,15
1726,3,15
1727,3,15
1728,3,15
1729,2,15
1730,2,15
1731,2,15
1732,2,15
1733,1,15
1734,1,15
1735,1,15
1736,1,15
1737,0,15
1738,0,15
1739,0,16
1740,0,16
1741,-1,16
1742,-1,16
1743,-1,16
1744,-1,15
1745,-2,15
1746,-2,15
1747,-2,15
1748,-2,15
1749,-2,15
1750,-3,15
1751,-3,15
1752,-3,15
1753,-3,15
1754,-4,15
1755,-4,15
1756,-4,15
1757,-4,15
1758,-5,15
1759,-5,15
1760,-5,15
1761,-5,15
1762,-6,15
1763,-6,15
1764,-6,15
1765,-6,14
1766,-7,14
1767,-7,14
1768,-7,14
1769,-7,14
1770,-7,14
1771,-8,14
1772,-8,14
1773,-8,14
1774,-8,13
1775,-8,13
1776,-9,13
1777,-9,13
1778,-9,13
1779,-9,13
1780,-10,13
1781,-10,13
1782,-10,12
1783,-10,12
1784,-10,12
1785,-11,12
1786,-11,12
1787,-11,12
1788,-11,11
1789,-11,11
1790,-11,11
1791,-12,11
1792,-12,11
1793,-12,11
1794,-12,10
1795,-12,10
1796,-12,10
1797,-13,10
1798,-13,10
1799,-13,10
1800,-13,9
1801,-13,9
1802,-13,9
1803,-14,9
1804,-14,9
1805,-14,8
1806,-14,8
1807,-14,8
1808,-14,8
1809,-14,8
1810,-14,7
1811,-15,7
1812,-15,7
1813,-15,7
1814,-15,6
1815,-15,6
1816,-15,6
1817,-15,6
1818,-15,6
1819,-15,5
1820,-15,5
1821,-16,5
1822,-16,5
1823,-16,4
1824,-16,4
1825,-16,4
1826,-16,4
1827,-16,3
1828,-16,3
1829,-16,3
1830,-16,3
1831,-16,2
1832,-16,2
1833,-16,2
1834,-16,2
1835,-16,2
1836,-16,1
1837,-16,1
1838,-16,1
1839,-16,1
1840,-16,0
1841,-16,0
1842,-16,0
1843,-16,0
1844,-16,-1
1845,-16,-1
1846,-16,-1
1847,-16,-1
1848,-16,-2
1849,-16,-2
1850,-16,-2
1851,-16,-2
1852,-16,-3
1853,-16,-3
1854,-16,-3
1855,-16,-3
1856,-16,-4
1857,-16,-4
1858,-16,-4
1859,-16,-4
1860,-16,-5
1861,-16,-5
1862,-16,-5
1863,-16,-5
1864,-16,-6
1865,-16,-6
1866,-16,-6
1867,-15,-6
1868,-15,-6
1869,-15,-7
1870,-15,-7
1871,-15,-7
1872,-15,-7
1873,-15,-8
1874,-15,-8
1875,-15,-8
1876,-14,-8
